ID,ENG,FIL,polarity
3301,opportunity,pagkakataon,positive
3302,oppose,hindi sumang-ayon,negative
3303,opposes,kumukontra,negative
3304,opposed,kumontra,negative
3305,opposition,pagsalungat,negative
3306,oppositions,oppositions,negative
3307,oppress,mang-api,negative
3308,oppression,pang-aapi,negative
3309,oppressive,mapang-api,negative
3310,oppressively,oppressively,negative
3311,oppressiveness,mapagpahirap na kapaligiran,negative
3312,oppressors,oppressors,negative
3313,optimal,pinakamainam,positive
3314,optimism,pag-asa sa mabuting ibubunga,positive
3315,opulent,masagana,positive
3316,ordeal,mahigpit na pagsubok,negative
3317,orthodoxy,pagsang-ayon sa kaugalian,neutral
3318,ostracize,magtakwil,negative
3319,ought,marapat,neutral
3320,outburst,pagsilakbo,negative
3321,outbursts,pagsabog,negative
3322,outcast,palaboy,negative
3323,outcry,biglang sigaw,negative
3324,outdo,lumalo,positive
3325,outlaw,bandido,negative
3326,outrage,paghalay,negative
3327,outraged,outraged,negative
3328,outrageous,lampas sa matwid,negative
3329,outrageously,outrageously,negative
3330,outrageousness,outrageousness,negative
3331,outrages,outrages,negative
3332,outright,walang pagpipigil,neutral
3333,outshine,daigin sa talino,positive
3334,outsmart,outsmart,positive
3335,outstanding,hindi pa nababayaran,positive
3336,outstandingly,outstandingly,positive
3337,outstrip,maiwan nang malayo,positive
3338,outwit,malinlang,positive
3339,ovation,pagbubunyi,positive
3340,over-acted,over-kumilos,negative
3341,overachiever,overachiever,positive
3342,overact,magpapel na lubhang mabuti,negative
3343,overacted,overacted,negative
3344,overbearing,mapanupil,negative
3345,overbearingly,overbearingly,negative
3346,overblown,hinihip,negative
3347,overcome,pagtagumpayan,negative
3348,overdo,lumampas ang luto,negative
3349,overdone,pinalabis,negative
3350,overdue,atrasado,negative
3351,overemphasize,overemphasize,negative
3352,overjoyed,galak na galak,positive
3353,overkill,overkill,negative
3354,overlook,hindi mapuna,negative
3355,overplay,overplay,negative
3356,overstate,sabihin sa matigas na pangungusap,negative
3357,overstatement,labis na pangungusap,negative
3358,overstatements,overstatements,negative
3359,overture,obertura,positive
3360,overwhelming,napakalaki,negative
3361,overwhelmingly,lubha,negative
3362,overworked,overworked,negative
3363,overzealous,overzealous,negative
3364,overzealously,overzealously,negative
3365,pacifist,pasipista,positive
3366,pacifists,pacifists,positive
3367,pain,sakit,negative
3368,pains,ng puson,negative
3369,painstaking,napakaingat,positive
3370,painstakingly,painstakingly,positive
3371,palatable,kasiya-siya,positive
3372,palatial,bagay sa palasiyo,positive
3373,palliate,pawalang-halaga,positive
3374,paltry,walang kabagay-bagay,negative
3375,pandemonium,malaking gulo,negative
3376,panic,gulilat,negative
3377,panicky,gulilat,negative
3378,paradise,paraiso,positive
3379,paradoxical,makabalighuan,negative
3380,paradoxically,paradoxically,negative
3381,paramount,higit sa lahat,positive
3382,paranoia,paranoya,negative
3383,paranoid,paranoyd,negative
3384,pardon,patawad,positive
3385,pariah,pariah,negative
3386,parody,patawa,negative
3387,partiality,pagkatig,negative
3388,partisan,kapanig,negative
3389,partisans,partisans,negative
3390,passe,laos na,negative
3391,passion,simbuyo ng damdamin,positive
3392,passionate,makabagbag-puso,positive
3393,passionately,passionately,positive
3394,passive,maluwag sa loob,negative
3395,passiveness,passiveness,negative
3396,pathetic,kahabag-habag,negative
3397,pathetically,pathetically,negative
3398,patience,pagtitiyaga,positive
3399,patiently,matiyagang,positive
3400,patriot,taong makabayan,positive
3401,patriotic,makabayan,positive
3402,patronize,magtaguyod,negative
3403,paucity,pagkasalat,negative
3404,pauper,mahirap na tao,negative
3405,paupers,paupers,negative
3406,payback,payback,negative
3407,peaceable,tahimik,positive
3408,peculiar,kakaiba,negative
3409,peculiarly,kakaiba,negative
3410,pedantic,pilosopo,negative
3411,peerless,walang kaparis,positive
3412,peeve,pagkainis,negative
3413,peeved,nainis,negative
3414,peevish,mareklamo,negative
3415,peevishly,peevishly,negative
3416,penalize,parusahan,negative
3417,penetrating,mahayap,positive
3418,penitent,nagsisisi,positive
3419,perceptions,perception,neutral
3420,perceptive,mapang-unawa,positive
3421,perfect,perpekto,positive
3422,perfection,ganap na ganap,positive
3423,perfectly,ganap na ganap,positive
3424,perfidious,taksil,negative
3425,perfidity,perfidity,negative
3426,perfunctory,walang interes,negative
3427,perhaps,marahil,neutral
3428,peril,kapanganiban,negative
3429,perish,mamatay,negative
3430,pernicious,mapanira,negative
3431,perplex,guluhin ang isip,negative
3432,perplexed,naguguluhan,negative
3433,perplexing,nakagugulo ng isip,negative
3434,perplexity,kaguluhan ng isip,negative
3435,persecute,pagmalupitan,negative
3436,persecution,pag-uusig,negative
3437,perseverance,tiyaga,positive
3438,persevere,pagtiyagaan,positive
3439,perseveres,nagtitiyaga,positive
3440,persevered,nagtiyaga,positive
3441,persevering,matiyaga,positive
3442,personality,personalidad,positive
3443,perspicuous,madaling maintindihan,positive
3444,perspicuously,perspicuously,positive
3445,persuade,mang-upat,positive
3446,persuasive,mapang-akit,positive
3447,persuasively,persuasively,positive
3448,pertinacious,naninindigan,negative
3449,pertinaciously,pertinaciously,negative
3450,pertinacity,pagmamatigas,negative
3451,perturb,lumigalig,negative
3452,perturbed,ligalig,negative
3453,pervasive,malaganap,negative
3454,perverse,sinsay,negative
3455,perversely,perversely,negative
3456,perversion,kabuktutan,negative
3457,perversity,katigasan ng ulo,negative
3458,pervert,akayin sa kasamaan,negative
3459,perverted,maling gamit,negative
3460,pessimism,pag-iisip sa mga kabiguan at kahirapan ng buhay,negative
3461,pessimistic,mapag-isip sa mga kabiguan at kahirapan ng buhay,negative
3462,pessimistically,pessimistically,negative
3463,pest,maninira,negative
3464,pestilent,nakakapeste,negative
3465,petrify,maging bato,negative
3466,petrified,petrified,negative
3467,pettifog,magtalo,negative
3468,petty,makitid ang isip,negative
3469,phenomenal,kahanga-hanga,positive
3470,phenomenally,phenomenally,positive
3471,philosophize,magpilosopo,neutral
3472,phobia,takot,negative
3473,phobic,phobic,negative
3474,phony,pagkahuwad,negative
3475,picky,picky,negative
3476,picturesque,kaakit-akit,positive
3477,pillage,manloob,negative
3478,pillar,poste,positive
3479,pillory,hamakin,negative
3480,pine,puno ng pino,negative
3481,pinnacle,summit,positive
3482,pious,maka-diyos,positive
3483,pithy,agresibo,positive
3484,pitiable,kahabag-habag,negative
3485,pitiful,kahabag-habag,negative
3486,pitifully,pitifully,negative
3487,pitiless,walang awa,negative
3488,pitilessly,pitilessly,negative
3489,pittance,maliit na sustento,negative
3490,pity,awa,negative
3491,placate,palamigin ang loob,positive
3492,plagiarize,mamlahiyo,negative
3493,plague,salot,negative
3494,plainly,malinaw,positive
3495,plausibility,pagkatotoo,positive
3496,plausible,maaaring tama,positive
3497,playful,mapaglaro,positive
3498,playfully,playfully,positive
3499,plaything,plaything,negative
3500,plead,manawagan,both
3501,pleading,pagsusumamo,both
3502,pleadingly,pleadingly,both
3503,pleas,pleas,negative
3504,please,pakiusap,positive
3505,pleases,pinasaya,positive
3506,pleased,nalulugod,positive
3507,pleasing,kasiya-siya,positive
3508,pleasingly,pleasingly,positive
3509,pleasurable,kaaya-aya,positive
3510,pleasurably,pleasurably,positive
3511,pleasure,kasiyahan,positive
3512,plebeian,karaniwang tao,negative
3513,pledge,pangako,positive
3514,pledges,mga pangako,positive
3515,plenty,marami,positive
3516,plight,ilagay sa panganib,negative
3517,plot,nagbalak,negative
3518,plots,nagbabalak,negative
3519,plotters,plotters,negative
3520,ploy,plano,negative
3521,plunder,manloob,negative
3522,plunderer,plunderer,negative
3523,plush,pelusa,positive
3524,poetic,mala-tula,positive
3525,poeticize,gawing parang tula,positive
3526,poignant,maanghang,positive
3527,poise,makatayo nang matatag,positive
3528,poised,poised,positive
3529,poison,lagyan ng lason,negative
3530,polarisation,polariseysyon,negative
3531,polemize,polemize,negative
3532,pollute,dumi,negative
3533,pollutes,dinudumihan,negative
3534,polluted,dinumihan,negative
3535,polluter,polluter,negative
3536,polluters,polluters,negative
3537,pompous,parang nagmamalaki,negative
3538,ponder,magnilay-nilay,neutral
3539,poor,mahirap,negative
3540,poorly,mahina,negative
3541,posh,marangya,positive
3542,positiveness,positiveness,positive
3543,positively,positibo,positive
3544,posturing,posturing,negative
3545,potent,makapangyarihan,positive
3546,pout,lumabi,negative
3547,poverty,kahirapan,negative
3548,pragmatic,praktiko,positive
3549,praise,papuri,positive
3550,praiseworthy,maipagkakapuri,positive
3551,praising,pagpuri,positive
3552,prate,sumatsat,negative
3553,pratfall,pratfall,negative
3554,prattle,ngumawa,negative
3555,pray,magdasal,neutral
3556,prays,nagdarasal,positive
3557,prayed,nagdasal,positive
3558,preach,pangaralan,positive
3559,preaching,pangangaral,positive
3560,precaution,pag-iingat,positive
3561,precautions,pag-iingat,positive
3562,precious,mamahalin,positive
3563,precipitate,namuo,negative
3564,precipitous,napakatarik,negative
3565,predicament,mabigat na suliranin,negative
3566,prefer,mas gusto,positive
3567,prefers,gusto,positive
3568,preferred,ginusto,positive
3569,preferable,lalong kanais-nais,positive
3570,preferably,mas mabuti,positive
3571,preference,kagustuhan,positive
3572,preferences,mga kagustuhan,positive
3573,prejudge,hatulan nang pauna,negative
3574,prejudice,hindi matwid na palagay,negative
3575,prejudicial,makasasama,negative
3576,premeditated,pinaghandaan,negative
3577,preponderance,pangingibabaw,positive
3578,preposterous,salungat sa katwiran,negative
3579,preposterously,preposterously,negative
3580,pressing,minamadali,negative
3581,prestige,prestihiyo,positive
3582,presumably,siguro,neutral
3583,presume,maglakas-loob,negative
3584,presumptuous,malakas ang loob,negative
3585,presumptuously,presumptuously,negative
3586,pretence,pagkukunwari,negative
3587,pretend,magpanggap,negative
3588,pretends,nagpapanggap,negative
3589,pretended,nagpanggap,negative
3590,pretense,pagkukunwari,negative
3591,pretentious,mapagpanggap,negative
3592,pretentiously,pretentiously,negative
3593,prettily,marikit,positive
3594,pretty,medyo,positive
3595,prevaricate,magsinungaling,negative
3596,priceless,hindi mabibili ng salapi,positive
3597,prickle,tinik,negative
3598,prickles,prickles,negative
3599,pride,pagmamataas,positive
3600,prideful,prideful,negative
3601,privilege,pribilehiyo,positive
3602,privileged,may pribilehiyo,positive
3603,prize,premyo,positive
3604,pro-American,pro-Amerikano,positive
3605,pro-Beijing,pro-Beijing,positive
3606,pro-Cuba,pro-Cuba,positive
3607,pro-peace,pro-kapayapaan,positive
3608,proactive,maagap,positive
3609,problematic,walang katiyakan,negative
3610,proclaim,ipahayag,neutral
3611,procrastinate,magpabukas-bukas,negative
3612,procrastination,pagpapaliban-liban,negative
3613,prodigious,malaking-malaki,positive
3614,prodigiously,prodigiously,positive
3615,prodigy,kagila-gilalas na bagay,positive
3616,profane,walang galang,negative
3617,profanity,kalapastanganan,negative
3618,profess,magpahayag ng paniniwala sa,positive
3619,proficient,may kaya,positive
3620,proficiently,proficiently,positive
3621,profound,malalim,positive
3622,profoundly,profoundly,positive
3623,profuse,maraming-marami,positive
3624,profusely,labis,positive
3625,profusion,labis na karangyaan,positive
3626,prognosticate,hulaan,neutral
3627,promise,pangako,positive
3628,promising,may pag-asa,positive
3629,promoter,tagataguyod,positive
3630,propaganda,propaganda,negative
3631,propagandize,magpropaganda,negative
3632,prophesy,manghula,neutral
3633,propitious,maganda,positive
3634,propitiously,propitiously,positive
3635,proscription,pagbabawal,negative
3636,proscriptions,proscriptions,negative
3637,prosecute,isakdal,negative
3638,prosper,palarin,positive
3639,protector,tagapagsanggalang,positive
3640,protest,may pasubali,negative
3641,protests,protest,negative
3642,proud,maipagmamalaki,positive
3643,providence,kalooban ng diyos,positive
3644,provocation,kagalit-galit na bagay,negative
3645,provocative,kagalit-galit,negative
3646,provoke,kayagin,negative
3647,prowess,lakas ng loob,positive
3648,prudent,may isip,positive
3649,prudently,prudently,positive
3650,pugnacious,palaaway,negative
3651,pugnaciously,pugnaciously,negative
3652,pugnacity,pagkapalaaway,negative
3653,punch,suntok,negative
3654,punctual,hindi nagkukulang sa oras,positive
3655,pundits,pundits,positive
3656,punish,parusahan,negative
3657,punishes,pinaparusahan,negative
3658,punished,pinarusahan,negative
3659,puny,mahina ang pangangatawan,negative
3660,puppet,bulag na tagasunod,negative
3661,puppets,puppets,negative
3662,purposeful,mapakay,positive
3663,puzzle,palaisipan,negative
3664,puzzled,tuliro,negative
3665,puzzlement,pagkatuliro,negative
3666,puzzling,puzzling,negative
3667,quack,hindi tunay,negative
3668,quaint,kakatuwa,positive
3669,qualms,qualms,negative
3670,quandary,pag-aalanganin,negative
3671,quarrel,makipag-away,negative
3672,quarrel,away,negative
3673,quarrellous,quarrellous,negative
3674,quarrellously,quarrellously,negative
3675,quarrels,nag-aaway,negative
3676,quarrelled,nag-away,negative
3677,quarrelsome,palaaway,negative
3678,quash,magpawalang-saysay,negative
3679,quasi-ally,parang kapanig,positive
3680,questionable,kahina-hinala,negative
3681,quibble,iwasan ang pinag-uusapan,negative
3682,quicken,sumigla,positive
3683,quite,muntik na,neutral
3684,quitter,masukuin,negative
3685,racist,rasista,negative
3686,racists,racists,negative
3687,rack,sabitan ng mga sumbrero,negative
3688,radiance,ningning,positive
3689,radiant,pinanggagalingan ng liwanag,positive
3690,radical,radikal,negative
3691,radicalization,radicalization,negative
3692,radically,radikal,negative
3693,radicals,radicals,negative
3694,rage,magalit nang labis,negative
3695,ragged,gula-gulanit,negative
3696,raging,raging,negative
3697,rail,sa pamamagitan ng tren,negative
3698,rally,pagmumuling-sigla,positive
3699,rampage,magalit nang labis,negative
3700,rampant,galit na galit,negative
3701,ramshackle,aalug-alog,negative
3702,rancor,matinding sama ng loob,negative
3703,rank,ranggo,negative
3704,rankle,sumakit,negative
